Country,Year,Forest_area,Access_to_electricity,Coal_energy_share,Renewable_electricity_share,Renewable_energy_share,Fossil_fuel_energy_consumption,Energy_use_per_capita,Air_pollution_PM2.5,CO2_emissions,R&D_expenditure,Industrial_value_added,GDP_growth,Population_growth,Urban_population_growth
ABW,2014,2.33333333333333,100.0,,,6.9,,,,0.4407,,10.799498200524,-1.58657513817235,1.06551209965487,1.18380831276056
ABW,2015,2.33333333333333,100.0,,,6.7,,,,0.462,,12.4688230870932,-0.623625902371245,1.02370103122312,1.17855765318792
ABW,2016,2.33333333333333,100.0,,,7.0,,,,0.4849,,12.7138223459928,1.71962497989442,0.75796755862231,0.952113058122467
ABW,2017,2.33333333333333,100.0,,,6.8,,,,0.4666,,12.3948233277596,7.04853338603499,0.007357607309414,0.242460453119476
ABW,2018,2.33333333333333,100.0,,,8.6,,,,0.4659,,11.3581680555627,2.39708527621045,0.158975971141518,0.430299647547312
ABW,2019,2.33333333333333,100.0,,,8.3,,,,0.5579,,11.3720370882194,-2.23244039160568,0.270504632854835,0.582083641152141
ABW,2020,2.33333333333333,100.0,,,9.1,,,,0.4526,,,-26.2118207828803,-0.565684046703506,-0.221045741194619
AFE,2000,39.1047528492012,19.9172563342889,71.504192826516,0.46812610011623,65.4495238865207,46.9472517429038,718.332234191669,26.783512771668,425.0283,,26.7415126556347,3.21494609894005,2.62936284726334,3.63817080161486
AFE,2001,38.9039800957902,19.9442774203583,71.157463093386,0.490281371969756,65.8786989918387,47.4357459507557,723.193827101965,26.8099256476532,436.7736,,26.7868001128887,3.50572646872058,2.62243809415206,3.67899707711999
AFE,2002,38.7032073423792,21.5486466155625,70.6571246612449,0.409635716904122,65.1521153198181,46.1952181233608,710.655652829194,26.718090843669,450.3511,,27.3859801763317,3.83607799272289,2.64210223593955,3.74884067844563
AFE,2003,38.5024345889681,22.4932167182052,71.5546469861776,0.521900262311773,64.7295972927242,47.2717785407109,723.896996455648,26.5806027577654,473.8282,0.59464452463139,26.6436209445758,2.95624126239153,2.65366707958296,3.73860898947326
AFE,2004,37.8406467655959,23.724454932615,71.0465945168078,0.582359174155182,63.7751947542527,48.8620583293628,741.182508515537,26.4752075303282,510.3818,0.626202115763044,26.9355433032625,5.55539685526702,2.67656489470536,3.75796235605945
AFE,2005,37.6421527632078,23.449539355606,70.7398007806962,0.56116683284846,63.2439096118089,48.6069666946122,732.453091974261,26.481074204187,524.9183,0.627616223039311,27.8736794924683,6.16338004310487,2.69413117273318,3.83206360539981
AFE,2006,37.4438212701902,25.1724823105969,70.0930364721894,0.571135954065482,62.9042205481805,48.2443932141172,726.660691465073,26.6344693132689,534.2282,,27.9721466417964,6.57787371800819,2.70572341571184,3.7977353079073
AFE,2007,37.2453251750786,26.7951445862147,69.9079800815798,0.54946048482202,61.6429091855007,49.5511715569521,739.707326947839,26.9060828802191,557.2732,0.661791789518898,29.1580062134308,6.64702099527723,2.72799150372742,3.57856535233418
AFE,2008,37.047084435571,25.9088451344457,69.1100163541318,0.617976687984145,62.0293694728243,50.8885624008154,763.126960296201,27.2748902256712,588.0186,,30.597168963261,4.36818668473381,2.76107013779404,4.1038706223715
AFE,2009,36.8486322944731,26.1878464781111,67.4775373303125,0.705070802888886,61.4204207108602,49.8828729702859,749.320945137782,27.7160223399542,561.5363,,26.6991165354865,0.87098396360399,2.77504408278003,4.12336934607049
AFE,2010,36.6482350829761,27.414953756332,67.3066092787674,0.735666024525431,63.0998368387508,49.0353285938329,738.795379118349,28.1950673870572,576.5684,0.586981535422348,27.6421590950563,5.23163580247821,2.77225647530945,4.13511885293141
AFE,2011,36.4089620173726,28.909756234127,66.5282197491909,0.738260979229421,63.1246524339127,48.303862388358,733.17632684336,29.4494715393378,570.2894,,28.7747127483005,4.06494136637872,2.72098204624473,4.10080150670093
AFE,2012,31.8906540898919,31.6734274619175,66.180818486467,0.821894934277205,61.7183967592541,47.5724129880436,712.404049540009,29.9084407978715,589.2651,,28.5566138366394,1.74687118542334,2.73011584727331,4.06720907636129
AFE,2013,31.6806349371412,31.7235735731483,64.4899675802862,0.970850290303015,61.0826852828279,46.8951802323023,709.181146776309,29.0705818904145,612.7969,,27.8430859878714,4.34145784484552,2.78635819350615,4.16651697734763
AFE,2014,31.4706339012314,31.8719561283579,62.3228673544471,1.99505222691534,61.499576835816,49.3042920878981,724.721155776085,27.779344075003,635.6297,,27.1844253968136,3.99286255244824,2.74099739577196,4.16135267874324
AFE,2015,31.2604197322287,33.9222756622758,61.2245025273491,2.81845992118469,62.1283378931582,,,29.5154675697179,621.8665,,25.2160997556521,3.00493689926236,2.73352397052172,4.20873837120928
AFE,2016,31.0396815593755,38.8595976583714,,,62.4576883595774,,,28.8772739849101,628.5365,,25.0312831523714,2.19476089054338,2.67591983861189,4.08358078103628
AFE,2017,30.8243162615385,40.2237441730368,,,61.8911318801459,,,27.3113771648908,637.9068,,26.2854839868401,2.68454305378008,2.67727931034587,4.07909896019967
